customer_id,payment_creditcard,payment_debit,payment_crypto,payment_paypal,payment_cash,cat_electronics,cat_home,cat_clothing,cat_books
15154,2,0,1,0,0,0,0,1,3
28753,3,0,1,0,2,3,0,3,1
619,0,0,1,0,0,1,0,0,1
31986,1,0,0,0,3,1,1,2,0
9290,1,0,1,0,1,2,2,1,1
24919,0,0,2,0,1,1,3,1,2
33783,4,0,1,0,0,2,0,0,3
12684,2,0,0,0,0,0,1,0,2
34090,3,0,0,0,0,1,0,2,1
8522,2,0,1,0,1,1,1,3,1
40847,2,0,2,0,1,1,0,2,2
3533,2,0,0,0,1,2,0,0,1
24897,1,0,0,0,2,1,0,2,3
47483,1,0,1,0,1,2,1,0,5
10577,4,0,1,0,0,1,1,4,1
15013,3,0,0,0,1,1,2,2,1
48212,1,0,0,0,0,1,1,1,2
26756,1,0,2,0,2,0,0,4,2
28963,0,0,0,0,0,0,1,1,1
39140,2,0,1,0,0,1,2,1,0
5834,3,0,0,0,0,0,1,2,2
2978,0,0,0,0,3,0,0,2,2
49817,3,0,2,0,1,0,1,4,2
23197,3,0,1,0,4,4,2,3,2
8258,2,0,0,0,3,1,3,1,2
28056,2,0,0,0,0,1,2,2,0
23892,1,0,0,0,1,3,0,2,1
20627,1,0,0,0,2,1,0,3,0
30538,1,0,2,0,0,1,2,2,1
37513,2,0,1,0,0,0,2,2,0
19555,1,0,0,0,1,1,0,1,0
14537,4,0,0,0,1,2,1,3,1
34984,3,0,1,0,0,2,0,2,3
37336,3,0,1,0,2,1,4,2,1
24242,1,0,3,0,0,2,2,1,0
10733,1,0,0,0,0,0,0,1,2
42350,0,0,1,0,1,0,1,1,1
10286,3,0,0,0,0,3,0,1,0
29119,1,0,0,0,1,1,1,1,0
41256,2,0,1,0,1,2,1,0,1
2593,2,0,0,0,2,1,1,0,3
7309,2,0,1,0,0,1,2,0,1
33522,2,0,0,0,2,2,3,1,1
35922,4,0,0,0,2,1,2,4,3
25267,2,0,0,0,0,1,0,1,1
38563,2,0,0,0,2,1,3,0,2
44043,1,0,0,0,3,0,2,1,2
33215,1,0,0,0,1,0,2,2,0
32050,2,0,1,0,1,3,1,1,0
19578,1,0,0,0,1,1,0,1,0
14058,2,0,0,0,1,0,2,0,1
6662,3,0,2,0,2,3,2,1,5
49057,1,0,1,0,0,1,1,0,1
8553,3,0,0,0,0,1,0,1,1
24719,0,0,0,0,3,0,1,3,0
17047,3,0,2,0,2,2,1,5,2
36023,4,0,1,0,0,2,0,2,2
2276,2,0,0,0,2,2,0,2,1
23694,3,0,1,0,1,1,2,2,3
40961,5,0,2,0,1,3,1,2,3
47046,2,0,2,0,1,3,3,0,1
13320,2,0,0,0,0,1,0,0,1
7323,3,0,0,0,1,2,2,3,1
1723,1,0,0,0,2,0,1,0,2
5879,1,0,2,0,0,2,1,1,0
37943,3,0,0,0,0,0,1,1,3
16064,2,0,0,0,2,1,2,0,4
48385,1,0,1,0,0,0,0,3,0
14759,3,0,1,0,3,2,2,2,1
11869,0,0,0,0,4,2,0,2,2
3100,4,0,0,0,1,0,1,1,4
31028,0,0,1,0,3,0,1,3,0
29419,2,0,0,0,1,1,1,1,1
45523,1,0,0,0,3,2,0,2,2
26241,0,0,0,0,0,0,0,1,1
20758,2,0,2,0,1,0,2,3,2
46140,3,0,0,0,0,1,0,1,3
46197,2,0,0,0,3,2,1,3,2
15128,3,0,0,0,1,2,0,2,0
19484,2,0,0,0,0,0,1,1,1
46779,2,0,0,0,1,2,0,0,1
12622,0,0,0,0,0,0,2,0,0
10093,3,0,3,0,1,1,1,2,4
1183,3,0,0,0,1,1,1,0,3
47962,2,0,0,0,0,0,0,1,3
35817,3,0,1,0,2,1,1,2,4
32252,2,0,1,0,1,1,1,2,3
23004,3,0,0,0,1,2,1,0,1
11760,3,0,1,0,0,0,1,1,4
35728,2,0,1,0,1,1,4,1,1
32793,3,0,0,0,1,0,0,1,6
20080,0,0,0,0,2,0,0,0,3
2543,1,0,0,0,3,2,1,2,2
13773,2,0,1,0,0,2,1,1,1
872,1,0,1,0,2,0,1,2,1
4946,1,0,1,0,2,1,0,3,2
44819,0,0,0,0,3,2,0,3,0
29676,0,0,1,0,3,0,2,2,1
36816,1,0,0,0,0,1,1,1,0
17369,3,0,1,0,0,1,2,0,3
40629,0,0,0,0,1,0,1,1,1
34005,1,0,0,0,2,2,1,0,2
38821,4,0,0,0,0,3,0,1,3
41738,1,0,0,0,2,3,0,2,0
24628,3,0,0,0,2,0,1,4,2
6877,3,0,1,0,1,3,1,2,2
32302,2,0,0,0,0,0,0,2,1
44308,4,0,0,0,0,0,2,3,0
8029,4,0,0,0,1,1,0,1,3
22695,2,0,0,0,0,1,0,1,2
33069,3,0,1,0,2,1,2,1,3
17537,1,0,1,0,1,1,0,2,1
33435,1,0,0,0,3,0,0,4,0
34292,0,0,0,0,0,1,2,0,0
13147,0,0,0,0,3,1,1,1,1
10901,2,0,2,0,1,1,0,5,1
11736,1,0,0,0,1,1,0,1,2
17819,1,0,0,0,2,1,0,5,1
44984,2,0,0,0,1,0,0,4,1
30243,3,0,0,0,0,1,0,1,3
25670,3,0,1,0,1,1,0,1,3
35067,1,0,0,0,1,2,0,1,0
48960,0,0,0,0,2,1,0,0,1
32318,1,0,0,0,2,1,1,3,0
38027,2,0,0,0,0,1,0,0,2
42015,3,0,2,0,0,4,0,1,1
49575,1,0,0,0,1,1,1,1,1
12976,4,0,0,0,1,0,0,2,4
38833,2,0,0,0,1,0,1,1,1
24604,0,0,0,0,0,0,0,1,0
41381,3,0,1,0,0,0,1,3,1
7314,1,0,0,0,1,1,0,2,1
8723,3,0,1,0,1,2,0,3,0
18465,2,0,0,0,1,1,2,1,1
46837,3,0,0,0,1,0,2,0,2
9779,1,0,0,0,3,0,1,3,0
23231,3,0,0,0,0,1,1,1,1
7726,2,0,0,0,0,2,0,0,1
14725,2,0,1,0,0,1,1,0,1
36427,3,0,0,0,0,0,4,1,1
23089,1,0,0,0,1,2,0,0,2
29169,4,0,0,0,0,2,1,0,2
2735,1,0,1,0,1,1,0,2,1
48864,1,0,0,0,0,1,0,2,0
13224,0,0,0,0,1,0,0,1,1
28855,1,0,0,0,2,3,1,2,1
35084,2,0,0,0,2,1,1,2,1
31462,1,0,0,0,0,0,1,0,1
23995,1,0,0,0,1,0,1,0,1
47400,2,0,0,0,0,1,0,2,0
22621,2,0,0,0,1,0,2,1,0
24892,3,0,1,0,0,3,0,1,2
22562,0,0,0,0,3,0,1,3,2
45193,1,0,0,0,1,3,1,0,0
19577,3,0,1,0,0,1,1,3,0
38796,1,0,1,0,1,1,1,0,1
30585,1,0,0,0,1,0,0,1,2
10256,1,0,0,0,2,0,0,0,3
31457,1,0,1,0,4,1,2,2,2
46498,0,0,0,0,1,0,0,1,0
21915,0,0,1,0,2,3,3,0,1
20934,1,0,0,0,0,0,1,1,2
11394,0,0,0,0,2,2,1,0,0
37279,1,0,1,0,1,0,1,2,2
44136,0,0,0,0,0,2,0,0,1
41903,1,0,0,0,2,0,1,1,2
29313,0,0,0,0,1,0,1,0,1
18722,0,0,0,0,0,0,1,0,1
43722,0,0,0,0,0,1,2,0,1
29728,1,0,0,0,0,1,1,2,0
42036,1,0,1,0,2,1,0,1,4
16423,1,0,0,0,0,0,1,1,1
28492,4,0,0,0,0,2,1,2,0
40349,2,0,1,0,0,2,0,1,1
602,0,0,0,0,1,1,0,3,0
12161,3,0,1,0,2,1,3,1,1
6493,0,0,0,0,2,0,0,2,1
41662,1,0,0,0,1,0,0,1,1
19858,0,0,0,0,0,1,0,0,0
8538,1,0,1,0,0,0,0,1,2
1952,2,0,0,0,0,0,3,0,1
467,0,0,1,0,2,1,0,1,2
9987,1,0,1,0,1,0,1,1,1
21679,1,0,0,0,0,0,0,0,3
16190,1,0,0,0,1,0,1,1,0
16300,2,0,0,0,0,1,0,1,0
33965,1,0,0,0,1,0,0,2,1
41690,1,0,0,0,0,1,0,0,1
49872,1,0,0,0,0,0,1,0,0
48503,0,0,1,0,1,0,1,1,0
37012,2,0,0,0,1,0,1,2,0
5648,1,0,0,0,2,0,2,1,1
26932,2,0,0,0,0,0,0,1,1
3796,2,0,0,0,0,0,1,1,0
3615,0,0,0,0,1,0,0,1,0
29369,0,0,1,0,0,1,0,0,0
32334,3,0,1,0,0,2,2,2,1
132,2,0,0,0,3,0,2,3,1
37959,1,0,0,0,4,1,1,4,2
7442,7,0,1,0,3,0,4,5,4
6179,2,0,0,0,1,1,1,1,1
44285,0,0,1,0,3,2,1,1,1
25004,1,0,0,0,4,1,3,3,1
5792,3,0,0,0,2,3,1,3,0
25171,1,0,2,0,1,1,2,1,0
14741,3,0,0,0,1,1,0,1,2
3387,2,0,1,0,2,1,1,2,2
41189,1,0,0,0,3,1,3,2,0
8678,4,0,1,0,0,1,3,3,0
1558,3,0,0,0,2,0,1,4,2
940,3,0,0,0,1,1,1,1,1
30001,3,0,1,0,0,2,1,2,0
12745,2,0,1,0,0,3,2,3,0
41993,4,0,0,0,1,3,3,1,3
22584,5,0,0,0,1,2,2,1,3
41596,1,0,1,0,1,1,0,5,3
121,2,0,0,0,1,0,0,2,2
25175,3,0,0,0,1,0,3,2,1
30514,1,0,0,0,2,1,1,1,1
1119,1,0,0,0,2,3,1,1,1
26320,1,0,2,0,1,2,0,1,2
24606,1,0,1,0,2,0,1,1,3
47977,1,0,0,0,1,1,1,0,1
18111,3,0,0,0,0,1,1,3,3
47675,1,0,0,0,0,2,0,0,0
13329,0,0,0,0,1,0,0,1,1
19035,3,0,1,0,2,1,1,5,1
20910,3,0,0,0,2,3,0,3,2
17314,4,0,0,0,1,1,2,1,3
9882,4,0,0,0,5,3,0,4,4
19968,2,0,1,0,2,3,1,3,1
21967,1,0,0,0,2,1,0,1,1
36252,2,0,0,0,1,0,4,1,1
10998,3,0,0,0,1,0,3,0,3
33138,2,0,0,0,0,0,1,1,1
48883,2,0,2,0,2,1,0,4,3
2640,0,0,1,0,2,0,3,1,0
42201,2,0,1,0,2,1,1,3,2
2064,2,0,1,0,1,1,1,0,2
21538,0,0,0,0,1,0,0,1,0
43564,2,0,0,0,0,1,1,3,0
36240,2,0,0,0,1,0,0,1,2
27232,3,0,2,0,1,2,3,2,3
23155,1,0,0,0,0,2,0,2,0
6670,4,0,1,0,1,2,2,3,0
12701,2,0,0,0,3,0,0,2,3
43472,1,0,0,0,0,1,0,0,1
36928,0,0,2,0,3,0,1,3,1
5295,1,0,1,0,1,1,0,4,2
29100,2,0,0,0,1,0,1,0,4
2351,1,0,1,0,0,1,1,2,1
3618,1,0,1,0,0,1,1,2,1
23327,1,0,1,0,3,0,1,3,1
19144,1,0,0,0,1,1,2,1,0
610,2,0,0,0,0,0,1,1,1
24312,2,0,1,0,2,0,3,0,5
42668,1,0,0,0,2,0,1,0,3
632,4,0,2,0,0,1,2,3,1
42972,2,0,0,0,0,0,1,1,1
39261,0,0,2,0,0,0,2,1,0
24851,2,0,0,0,2,1,1,1,3
20949,4,0,0,0,0,3,1,1,1
42250,3,0,1,0,0,1,2,3,3
7954,2,0,0,0,1,2,0,0,2
36069,3,0,0,0,0,1,1,1,2
15484,3,0,0,0,0,0,2,3,2
41056,2,0,0,0,2,0,1,2,1
8174,2,0,1,0,1,2,3,1,0
37977,4,0,0,0,2,1,0,3,2
33568,6,0,1,0,3,2,4,4,3
21630,2,0,1,0,3,4,1,2,2
2399,3,0,0,0,2,1,0,2,3
49726,6,0,0,0,0,1,1,3,3
44583,5,0,0,0,2,0,1,3,4
5158,3,0,0,0,1,0,0,2,3
8377,3,0,0,0,1,1,2,2,1
36409,1,0,0,0,2,1,1,1,1
44619,5,0,2,0,0,2,2,1,4
16751,2,0,0,0,0,0,0,1,2
29821,2,0,3,0,1,1,2,3,3
25279,0,0,0,0,0,0,0,1,0
41159,1,0,1,0,0,2,1,0,1
22957,3,0,1,0,0,0,1,3,1
3003,2,0,1,0,2,2,0,2,2
31268,3,0,1,0,1,1,1,3,1
5416,1,0,1,0,1,1,2,1,0
7583,4,0,1,0,3,5,2,0,2
43090,1,0,0,0,1,1,0,1,1
24462,3,0,1,0,2,1,1,2,4
29416,2,0,0,0,1,0,0,2,1
14493,2,0,0,0,0,1,0,2,1
21144,2,0,0,0,4,3,0,6,1
37343,0,0,0,0,0,0,0,1,2
22657,3,0,0,0,1,0,1,0,3
27385,3,0,1,0,0,1,1,2,1
37504,3,0,0,0,0,2,1,1,1
24594,2,0,2,0,0,0,1,4,2
14003,3,0,1,0,1,2,0,2,1
23592,2,0,0,0,0,1,0,1,2
49811,0,0,0,0,2,0,1,0,1
26667,4,0,1,0,0,2,2,0,3
27920,1,0,1,0,2,3,0,2,0
40312,3,0,1,0,1,1,1,3,0
16440,1,0,0,0,2,0,0,1,2
49274,2,0,0,0,1,2,0,1,2
35801,2,0,0,0,1,0,0,1,2
48582,4,0,0,0,0,0,0,3,1
49177,3,0,0,0,2,0,2,1,3
16031,3,0,0,0,1,0,0,3,1
47773,5,0,0,0,1,0,4,4,2
47768,4,0,2,0,2,1,3,3,4
10850,0,0,0,0,0,1,1,0,1
5309,2,0,1,0,2,2,1,1,4
11544,1,0,0,0,1,1,1,0,2
6577,2,0,0,0,1,2,0,0,1
31814,3,0,2,0,0,0,4,4,2
6292,2,0,1,0,1,0,2,2,2
48600,2,0,2,0,2,2,1,4,1
24840,1,0,0,0,0,0,0,1,1
41977,2,0,2,0,0,0,0,2,3
2535,1,0,0,0,0,0,0,2,1
37940,2,0,0,0,0,1,2,1,0
17885,3,0,0,0,3,0,3,1,4
6437,4,0,1,0,0,3,1,1,2
41379,3,0,3,0,1,1,3,4,1
44163,0,0,1,0,2,1,2,2,1
10699,1,0,2,0,2,1,1,1,4
9613,7,0,1,0,0,2,1,4,1
36615,3,0,1,0,0,1,1,1,2
40379,5,0,0,0,0,2,2,2,0
2011,1,0,0,0,0,0,1,0,0
20024,1,0,1,0,1,1,1,0,2
26652,1,0,0,0,0,0,0,3,1
28415,1,0,0,0,2,0,1,2,2
3170,1,0,0,0,0,1,0,1,1
24625,1,0,0,0,0,0,0,1,1
23441,3,0,1,0,1,2,2,0,1
6594,1,0,0,0,1,0,2,0,1
4862,2,0,0,0,2,0,0,1,3
29187,1,0,2,0,0,0,0,4,2
17828,1,0,1,0,0,0,1,4,0
13915,0,0,0,0,1,0,1,2,0
48067,2,0,0,0,2,2,2,0,2
29205,1,0,0,0,0,0,1,0,1
48988,0,0,1,0,2,1,1,1,1
6231,3,0,3,0,2,1,1,3,4
12800,3,0,1,0,0,1,1,1,2
6352,3,0,0,0,0,0,0,1,3
19785,2,0,0,0,1,0,3,1,2
11049,4,0,2,0,1,1,2,3,1
25228,1,0,0,0,1,0,1,1,0
25450,2,0,0,0,0,0,1,0,6
23760,2,0,2,0,0,1,0,2,2
389,1,0,3,0,0,1,0,3,3
14138,0,0,1,0,2,0,1,2,0
37769,2,0,0,0,1,0,2,1,1
156,5,0,2,0,1,2,2,2,3
7327,4,0,0,0,1,4,0,1,2
44426,0,0,0,0,0,1,0,0,0
45974,3,0,0,0,0,1,1,1,2
37267,4,0,0,0,0,2,0,0,3
15124,3,0,0,0,0,0,2,2,2
38179,3,0,0,0,1,2,0,2,2
23623,2,0,0,0,0,1,2,0,2
34462,5,0,0,0,1,2,0,1,4
14513,4,0,0,0,1,1,1,1,2
32465,2,0,2,0,1,2,2,0,2
30136,2,0,2,0,1,1,1,3,1
44762,1,0,1,0,0,1,0,1,2
47859,1,0,1,0,1,0,1,1,2
29486,3,0,1,0,0,1,3,0,2
37137,3,0,0,0,3,1,0,3,2
20885,2,0,1,0,0,0,1,0,2
46758,1,0,0,0,1,0,1,2,0
7850,1,0,0,0,1,0,0,2,1
40854,2,0,0,0,1,3,0,0,0
8818,1,0,0,0,2,1,0,0,2
44172,4,0,1,0,1,0,2,3,2
35152,0,0,0,0,2,0,0,1,3
48424,1,0,0,0,1,0,0,1,1
1635,7,0,0,0,1,0,3,4,2
8165,0,0,1,0,0,0,0,3,0
42238,1,0,0,0,0,0,0,1,0
16903,5,0,0,0,1,0,0,4,4
36358,2,0,0,0,1,0,1,2,1
4613,2,0,0,0,1,1,0,2,1
9739,2,0,0,0,1,1,1,1,0
23125,1,0,0,0,1,1,1,0,2
38818,3,0,1,0,1,2,1,2,2
47620,0,0,1,0,1,2,1,0,0
5137,0,0,0,0,1,1,0,2,1
24020,3,0,0,0,1,0,2,1,2
20754,0,0,0,0,1,1,1,0,1
40079,3,0,1,0,0,1,0,1,3
46883,0,0,2,0,1,1,2,1,0
9637,3,0,0,0,0,1,1,2,2
30282,1,0,0,0,0,1,0,2,0
46671,3,0,0,0,1,1,2,2,0
5190,2,0,0,0,1,1,1,0,1
7106,1,0,1,0,0,0,2,1,0
19385,4,0,0,0,0,1,1,2,2
762,2,0,0,0,0,1,1,2,0
7905,0,0,0,0,1,0,1,0,1
8128,2,0,0,0,0,1,1,0,0
9742,0,0,1,0,1,1,0,1,2
45372,0,0,0,0,0,0,0,1,0
26506,1,0,0,0,0,0,1,1,1
12989,2,0,1,0,1,1,0,3,0
44097,0,0,0,0,1,0,1,1,0
11541,1,0,0,0,1,0,2,2,0
20409,1,0,0,0,1,0,1,1,1
27642,2,0,0,0,0,1,0,2,0
4491,0,0,0,0,2,0,0,0,3
8053,2,0,0,0,0,1,0,2,0
42288,0,0,1,0,2,1,1,1,0
28646,2,0,0,0,0,1,1,1,2
3410,4,0,0,0,1,2,1,2,1
27235,2,0,0,0,2,0,2,2,2
1413,4,0,0,0,1,2,0,2,1
15844,2,0,0,0,2,2,1,2,1
14856,1,0,0,0,1,0,1,1,0
4540,1,0,0,0,2,1,2,0,0
35479,1,0,0,0,0,0,1,0,1
37548,3,0,0,0,0,0,0,3,0
31763,0,0,0,0,1,1,0,1,0
11708,0,0,0,0,1,0,0,0,2
24029,1,0,0,0,1,0,0,2,4
5991,0,0,0,0,1,1,0,1,0
40420,1,0,1,0,0,0,1,1,0
28274,3,0,1,0,0,1,1,3,0
13754,1,0,0,0,0,1,1,1,0
47616,2,0,0,0,1,0,1,1,1
18613,0,0,0,0,2,1,0,1,0
13383,0,0,0,0,0,0,0,1,0
17328,0,0,0,0,1,1,0,0,0
5512,2,0,0,0,2,1,2,1,1
26150,0,0,1,0,1,1,1,0,0
42970,0,0,1,0,1,1,1,1,0
15596,1,0,1,0,0,0,2,0,1
26377,0,0,0,0,0,0,0,0,1
34630,2,0,0,0,1,0,1,2,0
47936,2,0,0,0,1,0,0,1,2
4259,1,0,1,0,0,0,0,1,1
36391,3,0,1,0,1,1,1,2,2
45565,4,0,1,0,0,2,2,0,2
43287,5,0,0,0,2,3,2,1,2
37815,1,0,0,0,0,0,1,0,1
8694,6,0,1,0,0,3,0,1,3
3894,2,0,0,0,2,2,3,1,0
41748,3,0,1,0,4,3,0,3,4
45957,3,0,1,0,2,2,0,3,3
17452,5,0,2,0,1,1,0,2,5
8555,1,0,1,0,0,1,0,1,1
14180,1,0,1,0,0,1,0,2,1
44344,4,0,0,0,1,1,0,3,4
10309,1,0,1,0,0,2,1,1,0
22322,3,0,0,0,1,2,2,0,1
35335,3,0,0,0,2,2,2,1,2
8448,4,0,1,0,0,2,0,3,0
3353,5,0,0,0,1,1,2,3,3
13322,1,0,0,0,2,1,0,2,1
44589,2,0,0,0,2,1,1,2,1
20541,0,0,0,0,0,0,0,1,0
28623,2,0,1,0,0,1,1,0,2
39747,0,0,0,0,1,0,2,1,2
16616,3,0,2,0,1,0,0,1,5
25294,1,0,0,0,1,1,2,0,1
38769,2,0,1,0,1,1,2,2,2
24773,4,0,0,0,0,0,0,2,2
15594,1,0,0,0,3,0,1,1,3
7365,4,0,0,0,2,3,2,3,1
30706,1,0,3,0,2,2,1,4,4
30375,2,0,0,0,2,1,0,2,2
12548,4,0,1,0,3,1,2,3,4
34679,3,0,1,0,1,2,2,2,1
26330,5,0,0,0,2,3,2,6,0
39749,3,0,0,0,2,2,3,1,1
26533,4,0,0,0,1,1,2,0,4
17834,2,0,1,0,2,1,3,1,0
24749,5,0,0,0,1,0,1,3,3
38971,3,0,0,0,2,3,1,1,0
19175,4,0,0,0,2,0,1,1,5
31988,4,0,1,0,0,1,1,1,3
47869,6,0,1,0,1,5,0,3,1
28955,3,0,0,0,0,2,0,1,2
42379,0,0,1,0,0,0,2,1,1
38785,1,0,0,0,0,2,0,1,0
14542,2,0,0,0,0,0,0,2,3
43655,0,0,0,0,5,4,2,1,1
13637,1,0,0,0,0,1,0,0,1
34826,1,0,0,0,2,2,0,2,0
7269,2,0,2,0,0,0,1,4,2
6018,3,0,0,0,2,0,1,2,2
40659,1,0,2,0,1,2,0,2,1
45340,3,0,1,0,1,0,0,2,3
39487,3,0,1,0,0,2,1,0,1
44092,1,0,1,0,1,2,2,4,1
41976,6,0,0,0,3,2,4,4,1
19069,2,0,0,0,1,2,0,1,1
20661,5,0,1,0,0,1,3,2,2
20744,1,0,1,0,4,2,2,2,2
830,2,0,1,0,0,0,1,2,3
20441,4,0,0,0,1,0,2,3,2
13781,2,0,0,0,1,2,0,1,3
47297,2,0,0,0,0,0,0,0,2
23495,2,0,0,0,0,2,1,0,0
7174,4,0,0,0,0,0,1,2,3
45693,2,0,0,0,1,1,1,2,2
38452,2,0,1,0,2,1,2,2,0
6786,5,0,1,0,1,4,1,4,3
2617,2,0,0,0,1,0,2,0,3
20106,1,0,0,0,1,1,0,2,1
11523,7,0,1,0,1,2,2,1,6
12775,1,0,0,0,2,2,1,0,3
40647,1,0,0,0,2,0,0,1,2
8858,1,0,0,0,1,0,2,1,0
12080,0,0,1,0,2,2,0,3,2
49705,1,0,1,0,3,2,1,2,2
45898,1,0,1,0,0,1,1,2,0
22035,2,0,0,0,1,2,1,2,0
33733,2,0,0,0,0,1,2,2,0
45912,0,0,3,0,1,0,0,0,4
18040,4,0,0,0,1,0,0,2,5
13574,2,0,1,0,0,0,1,1,2
5085,1,0,0,0,2,2,1,0,1
40870,2,0,0,0,2,2,0,3,0
46434,0,0,0,0,1,0,1,0,1
24050,1,0,1,0,2,4,0,1,1
35582,1,0,2,0,0,1,1,1,2
6622,1,0,0,0,3,1,1,3,1
35860,2,0,1,0,3,3,1,3,0
15252,2,0,1,0,1,2,1,2,1
47305,2,0,1,0,0,1,2,0,1
12726,5,0,0,0,1,1,1,3,2
17384,3,0,0,0,0,2,1,1,2
37746,6,0,1,0,2,0,1,4,4
26787,3,0,1,0,0,1,3,0,3
407,6,0,1,0,0,0,5,1,1
40493,2,0,2,0,0,1,1,2,1
15372,2,0,0,0,2,2,1,0,1
45785,3,0,0,0,4,2,0,1,5
13688,3,0,1,0,0,2,1,1,1
31364,1,0,0,0,1,0,1,1,1
1898,1,0,0,0,0,0,0,1,2
8015,3,0,0,0,2,1,1,2,2
42457,3,0,1,0,0,2,4,1,0
22583,4,0,0,0,0,1,0,1,5
4762,2,0,0,0,3,0,1,1,5
46177,1,0,0,0,1,1,1,0,3
7750,4,0,1,0,0,0,2,4,1
17870,5,0,0,0,1,3,1,3,2
41371,1,0,0,0,1,0,1,1,1
49912,0,0,1,0,2,0,1,1,2
27293,5,0,2,0,2,1,1,5,4
30151,4,0,0,0,2,3,1,2,3
45275,4,0,0,0,1,0,1,2,3
20030,3,0,0,0,0,0,1,0,3
33052,3,0,1,0,2,1,1,4,1
31890,1,0,0,0,2,0,3,4,0
29554,3,0,1,0,1,1,2,2,2
12345,2,0,0,0,1,0,1,1,1
16700,5,0,0,0,2,4,1,4,0
33031,1,0,4,0,1,2,2,0,3
33358,4,0,1,0,0,1,2,0,2
40039,3,0,0,0,1,2,1,0,2
7842,1,0,0,0,3,1,0,2,3
2189,1,0,1,0,3,1,1,2,2
2767,2,0,1,0,0,1,2,1,1
26038,5,0,0,0,0,0,3,1,2
15048,2,0,0,0,4,2,0,2,2
41218,0,0,1,0,2,1,1,1,0
282,3,0,1,0,2,2,2,2,2
47556,3,0,1,0,0,1,1,1,2
36430,3,0,0,0,0,3,0,0,2
39925,2,0,1,0,1,0,3,0,2
49385,0,0,1,0,2,0,1,0,3
44035,0,0,0,0,1,2,0,2,1
10074,3,0,1,0,0,1,2,2,0
6394,3,0,1,0,2,3,2,3,1
4619,3,0,0,0,1,0,2,2,2
18188,1,0,1,0,3,1,3,0,2
42504,0,0,0,0,4,0,3,1,1
17832,5,0,1,0,2,1,1,3,4
32998,1,0,0,0,1,0,0,3,3
9642,1,0,2,0,1,0,4,2,3
32391,0,0,0,0,0,0,0,2,1
7600,2,0,2,0,1,0,0,3,3
29036,1,0,0,0,2,1,0,2,2
21114,2,0,0,0,2,1,1,1,1
14150,3,0,0,0,1,1,0,3,3
24212,2,0,1,0,1,1,0,1,3
29247,0,0,1,0,1,1,0,2,1
34202,1,0,0,0,0,0,1,1,2
49799,2,0,0,0,1,1,2,3,1
6415,1,0,0,0,1,1,1,2,0
11653,3,0,0,0,3,0,1,6,1
35692,3,0,0,0,3,1,0,3,5
26172,2,0,0,0,3,1,2,1,1
37499,1,0,1,0,0,0,1,1,0
18764,1,0,1,0,1,1,0,2,3
27897,2,0,1,0,2,1,2,1,2
3521,4,0,2,0,0,0,1,2,4
46775,1,0,0,0,1,0,2,1,0
48697,3,0,1,0,2,2,3,2,1
22899,4,0,0,0,1,2,2,2,1
47978,3,0,0,0,1,2,1,0,2
46122,2,0,0,0,3,3,0,0,4
30919,3,0,1,0,0,1,0,0,4
